Path,Verified,Date,Publisher,Company,Description,Product,Product Version,File Version,Machine Type
"C:\Users\dower\Desktop\UIAutomation-main\sigcheck.exe","Signed","9:54 AM 7/18/2022","Microsoft Corporation","Sysinternals - www.sysinternals.com","File version and signature viewer","Sysinternals Sigcheck","2.90","2.90","32-bit"
