Path,Verified,Date,Publisher,Company,Description,Product,Product Version,File Version,Machine Type,Binary Version,Original Name,Internal Name,Copyright,Comments,Entropy
"C:\Users\dower\Documents\ADVANCED INSTALLER\App\Advanced Installer\bin\x64\Repackager.exe","Signed","9:07 AM 7/18/2022","Caphyon SRL","Caphyon LTD","Advanced Repackager 19.7","Advanced Repackager 19.7","19.7.0.0","19.7.0.0","64-bit","19.7.0.0","Repackager.exe","Repackager","(c) Caphyon LTD. All rights reserved.","n/a","5.853"
